Month,Day,AC System Output (kW)
6,1,0.479968
6,1,0.612355
6,1,0.708154
6,1,0.759502
6,1,0.767574
6,1,0.734907
6,1,0.663917
6,1,0.559901
6,1,0.416307
6,1,0.194714
6,1,0.069729
6,1,0.026732
6,1,0.007216
6,1,0
6,1,0
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0
6,2,0.014781
6,2,0.037321
6,2,0.109086
6,2,0.19191
6,2,0.466331
6,2,0.595371
6,2,0.68481
6,2,0.736784
6,2,0.752334
6,2,0.727672
6,2,0.663138
6,2,0.563067
6,2,0.420817
6,2,0.228099
6,2,0.07134
6,2,0.026879
6,2,0.007257
6,2,0
6,2,0
6,3,0
6,3,0
6,3,0
6,3,0
6,3,0
6,3,0.014964
6,3,0.010548
6,3,0.022616
6,3,0.067687
6,3,0.142811
6,3,0.598336
6,3,0.682035
6,3,0.740073
6,3,0.765146
6,3,0.74429
6,3,0.62194
6,3,0.346461
6,3,0.427117
6,3,0.198512
6,3,0.071205
6,3,0.025657
6,3,0.008697
6,3,0
6,3,0
6,4,0
6,4,0
6,4,0
6,4,0
6,4,0
6,4,0.012229
6,4,0.023709
6,4,0.111582
6,4,0.31131
6,4,0.494206
6,4,0.635746
6,4,0.74012
6,4,0.796547
6,4,0.808783
6,4,0.518972
6,4,0.550244
6,4,0.021941
6,4,0.27985
6,4,0.237877
6,4,0.073869
6,4,0.027289
6,4,0.008989
6,4,0
6,4,0
6,5,0
6,5,0
6,5,0
6,5,0
6,5,0
6,5,0.001699
6,5,0.012971
6,5,0.027104
6,5,0.213491
6,5,0.14626
6,5,0.155346
6,5,0.416195
6,5,0.57596
6,5,0.591461
6,5,0.175676
6,5,0.223823
6,5,0.14857
6,5,0.085917
6,5,0.053775
6,5,0.076026
6,5,0.026824
6,5,0.00935
6,5,0
6,5,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0
6,6,0.014822
6,6,0.02482
6,6,0.114234
6,6,0.312736
6,6,0.340728
6,6,0.56734
6,6,0.639449
6,6,0.63362
6,6,0.642059
6,6,0.789768
6,6,0.475506
6,6,0.339263
6,6,0.19204
6,6,0.108714
6,6,0.051212
6,6,0.025823
6,6,0.004401
6,6,0
6,6,0
6,7,0
6,7,0
6,7,0
6,7,0
6,7,0
6,7,0.015403
6,7,0.027998
6,7,0.113897
6,7,0.311604
6,7,0.497784
6,7,0.643113
6,7,0.749448
6,7,0.807352
6,7,0.824702
6,7,0.649577
6,7,0.702463
6,7,0.590146
6,7,0.439623
6,7,0.252294
6,7,0.073011
6,7,0.024441
6,7,0.010687
6,7,0
6,7,0
6,8,0
6,8,0
6,8,0
6,8,0
6,8,0
6,8,0.018204
6,8,0.045816
6,8,0.102829
6,8,0.133192
6,8,0.229796
6,8,0.289698
6,8,0.317159
6,8,0.529182
6,8,0.382764
6,8,0.391719
6,8,0.190264
6,8,0.306304
6,8,0.164509
6,8,0.102631
6,8,0.079401
6,8,0.037525
6,8,0.011093
6,8,0
6,8,0
6,9,0
6,9,0
6,9,0
6,9,0
6,9,0
6,9,0.011505
6,9,0.036609
6,9,0.068083
6,9,0.092489
6,9,0.194411
6,9,0.285289
6,9,0.062593
6,9,0.110478
6,9,0.112821
6,9,0.08541
6,9,0.08072
6,9,0.288081
6,9,0.093418
6,9,0.152347
6,9,0.081697
6,9,0.022932
6,9,0.010845
6,9,0
6,9,0
6,10,0
6,10,0
6,10,0
6,10,0
6,10,0
6,10,0.00115
6,10,0.009786
6,10,0.0204
6,10,0.068286
6,10,0.09634
6,10,0.110496
6,10,0.411734
6,10,0.396673
6,10,0.554533
6,10,0.111388
6,10,0.221729
6,10,0.402578
6,10,0.369323
6,10,0.238236
6,10,0.08314
6,10,0.029877
6,10,0.011532
6,10,0
6,10,0
6,11,0
6,11,0
6,11,0
6,11,0
6,11,0
6,11,0.018442
6,11,0.046826
6,11,0.097697
6,11,0.233793
6,11,0.224492
6,11,0.088426
6,11,0.133266
6,11,0.130815
6,11,0.16579
6,11,0.155949
6,11,0.307743
6,11,0.424949
6,11,0.198188
6,11,0.135132
6,11,0.085656
6,11,0.040745
6,11,0.012701
6,11,0
6,11,0
6,12,0
6,12,0
6,12,0
6,12,0
6,12,0
6,12,0.019287
6,12,0.036125
6,12,0.046395
6,12,0.06932
6,12,0.253733
6,12,0.158162
6,12,0.297493
6,12,0.32782
6,12,0.608126
6,12,0.583604
6,12,0.50472
6,12,0.304696
6,12,0.280735
6,12,0.113611
6,12,0.083239
6,12,0.039995
6,12,0.013105
6,12,0
6,12,0
6,13,0
6,13,0
6,13,0
6,13,0
6,13,0
6,13,0.018268
6,13,0.045675
6,13,0.096721
6,13,0.020793
6,13,0.052526
6,13,0.071345
6,13,0.01313
6,13,0.033799
6,13,0.22114
6,13,0.50686
6,13,0.365336
6,13,0.495042
6,13,0.28433
6,13,0.106156
6,13,0.002629
6,13,0
6,13,0
6,13,0
6,13,0
6,14,0
6,14,0
6,14,0
6,14,0
6,14,0
6,14,0
6,14,0.001427
6,14,0.005936
6,14,0.062536
6,14,0.074379
6,14,0.029037
6,14,0.142984
6,14,0.08551
6,14,0.144316
6,14,0.341036
6,14,0.22065
6,14,0.22966
6,14,0.226647
6,14,0.216554
6,14,0.092986
6,14,0.043983
6,14,0.014456
6,14,0
6,14,0
6,15,0
6,15,0
6,15,0
6,15,0
6,15,0
6,15,0.019758
6,15,0.037232
6,15,0.106399
6,15,0.293804
6,15,0.465616
6,15,0.600761
6,15,0.701017
6,15,0.413377
6,15,0.076867
6,15,0.636449
6,15,0.69134
6,15,0.583999
6,15,0.443939
6,15,0.236332
6,15,0.085777
6,15,0.031729
6,15,0.012239
6,15,0
6,15,0
6,16,0
6,16,0
6,16,0
6,16,0
6,16,0
6,16,0.009899
6,16,0.032956
6,16,0.060931
6,16,0.064024
6,16,0.177189
6,16,0.221114
6,16,0.421553
6,16,0.516987
6,16,0.800764
6,16,0.769303
6,16,0.69623
6,16,0.588901
6,16,0.443879
6,16,0.261096
6,16,0.083262
6,16,0.028093
6,16,0.013756
6,16,0
6,16,0
6,17,0
6,17,0
6,17,0
6,17,0
6,17,0.000014
6,17,0.017547
6,17,0.02924
6,17,0.105001
6,17,0.250753
6,17,0.479903
6,17,0.61101
6,17,0.709762
6,17,0.760886
6,17,0.595779
6,17,0.750479
6,17,0.390906
6,17,0.102507
6,17,0.29847
6,17,0.022325
6,17,0.044329
6,17,0.022506
6,17,0.004358
6,17,0
6,17,0
6,18,0
6,18,0
6,18,0
6,18,0
6,18,0
6,18,0.017462
6,18,0.027981
6,18,0.110102
6,18,0.309721
6,18,0.495403
6,18,0.640959
6,18,0.749804
6,18,0.80731
6,18,0.82443
6,18,0.701702
6,18,0.569185
6,18,0.504189
6,18,0.454512
6,18,0.268409
6,18,0.082904
6,18,0.025708
6,18,0.01265
6,18,0
6,18,0
6,19,0
6,19,0
6,19,0
6,19,0
6,19,0.000014
6,19,0.018234
6,19,0.031751
6,19,0.105767
6,19,0.069255
6,19,0.475538
6,19,0.616754
6,19,0.71162
6,19,0.76349
6,19,0.776221
6,19,0.543399
6,19,0.567557
6,19,0.466053
6,19,0.378314
6,19,0.193438
6,19,0.090207
6,19,0.043257
6,19,0.014358
6,19,0
6,19,0
6,20,0
6,20,0
6,20,0
6,20,0
6,20,0
6,20,0.019596
6,20,0.041858
6,20,0.104568
6,20,0.140666
6,20,0.330005
6,20,0.59733
6,20,0.605849
6,20,0.75721
6,20,0.077454
6,20,0.246093
6,20,0.609345
6,20,0.420799
6,20,0.326337
6,20,0.107028
6,20,0.068612
6,20,0.036667
6,20,0.010279
6,20,0
6,20,0
6,21,0
6,21,0
6,21,0
6,21,0
6,21,0
6,21,0.018089
6,21,0.042972
6,21,0.103075
6,21,0.177909
6,21,0.203735
6,21,0.287497
6,21,0.356179
6,21,0.540001
6,21,0.669536
6,21,0.665932
6,21,0.577511
6,21,0.497123
6,21,0.422256
6,21,0.259002
6,21,0.086652
6,21,0.032728
6,21,0.012684
6,21,0
6,21,0
6,22,0
6,22,0
6,22,0
6,22,0
6,22,0
6,22,0
6,22,0.007762
6,22,0.016165
6,22,0.046456
6,22,0.038641
6,22,0.046804
6,22,0.306811
6,22,0.568867
6,22,0.7638
6,22,0.742093
6,22,0.38151
6,22,0.200307
6,22,0.162619
6,22,0.170922
6,22,0.069602
6,22,0.036666
6,22,0.010292
6,22,0
6,22,0
6,23,0
6,23,0
6,23,0
6,23,0
6,23,0
6,23,0
6,23,0.001995
6,23,0.007128
6,23,0.051733
6,23,0.05919
6,23,0.098481
6,23,0.115321
6,23,0.170943
6,23,0.323092
6,23,0.511647
6,23,0.388904
6,23,0.56477
6,23,0.431195
6,23,0.256881
6,23,0.086824
6,23,0.031594
6,23,0.014385
6,23,0
6,23,0
6,24,0
6,24,0
6,24,0
6,24,0
6,24,0
6,24,0.007173
6,24,0.02617
6,24,0.049423
6,24,0.030491
6,24,0.142037
6,24,0.384633
6,24,0.222876
6,24,0.736791
6,24,0.750058
6,24,0.736684
6,24,0.674369
6,24,0.568447
6,24,0.430405
6,24,0.222584
6,24,0.089285
6,24,0.027577
6,24,0.01366
6,24,0
6,24,0
6,25,0
6,25,0
6,25,0
6,25,0
6,25,0
6,25,0.016044
6,25,0.046508
6,25,0.091708
6,25,0.292089
6,25,0.467646
6,25,0.601079
6,25,0.702588
6,25,0.619348
6,25,0.458278
6,25,0.29281
6,25,0.501487
6,25,0.405883
6,25,0.374972
6,25,0.191677
6,25,0.070747
6,25,0.036728
6,25,0.009894
6,25,0
6,25,0
6,26,0
6,26,0
6,26,0
6,26,0
6,26,0
6,26,0
6,26,0.007173
6,26,0.016481
6,26,0.008477
6,26,0.033425
6,26,0.063726
6,26,0.112827
6,26,0.128691
6,26,0.029911
6,26,0.36405
6,26,0.205874
6,26,0.080552
6,26,0.271201
6,26,0.170712
6,26,0.06172
6,26,0.031938
6,26,0.007957
6,26,0
6,26,0
6,27,0
6,27,0
6,27,0
6,27,0
6,27,0
6,27,0.005258
6,27,0.022186
6,27,0.043915
6,27,0.03559
6,27,0.057688
6,27,0.08596
6,27,0.152852
6,27,0.447441
6,27,0.376427
6,27,0.276033
6,27,0.263607
6,27,0.158063
6,27,0.023077
6,27,0.016775
6,27,0.030261
6,27,0.014187
6,27,0.002128
6,27,0
6,27,0
6,28,0
6,28,0
6,28,0
6,28,0
6,28,0
6,28,0.016836
6,28,0.045951
6,28,0.091728
6,28,0.123313
6,28,0.089109
6,28,0.31756
6,28,0.577398
6,28,0.55627
6,28,0.45506
6,28,0.359525
6,28,0.425664
6,28,0.413602
6,28,0.278979
6,28,0.195519
6,28,0.097557
6,28,0.042655
6,28,0.01558
6,28,0
6,28,0
6,29,0
6,29,0
6,29,0
6,29,0
6,29,0
6,29,0
6,29,0.00265
6,29,0.00849
6,29,0.060403
6,29,0.039354
6,29,0.203391
6,29,0.238954
6,29,0.116987
6,29,0.101628
6,29,0.271118
6,29,0.397416
6,29,0.401874
6,29,0.243601
6,29,0.059456
6,29,0.016312
6,29,0.007094
6,29,0
6,29,0
6,29,0
6,30,0
6,30,0
6,30,0
6,30,0
6,30,0
6,30,0.010191
6,30,0.034208
6,30,0.064446
6,30,0.117834
6,30,0.145058
6,30,0.16372
6,30,0.227511
6,30,0.320132
6,30,0.224422
6,30,0.29379
6,30,0.688077
6,30,0.587512
6,30,0.367971
6,30,0.266574
6,30,0.082424
6,30,0.022565
6,30,0.011702
6,30,0
6,30,0
7,1,0
7,1,0
7,1,0
7,1,0
7,1,0
7,1,0.013967
7,1,0.042477
7,1,0.092168
7,1,0.198406
7,1,0.303951
7,1,0.303685
7,1,0.203293
7,1,0.479134
7,1,0.434783
7,1,0.581697
7,1,0.663749
7,1,0.56187
7,1,0.097369
7,1,0.201116
7,1,0.085015
7,1,0.035522
7,1,0.013124
7,1,0
7,1,0
7,2,0
7,2,0
7,2,0
7,2,0
7,2,0
7,2,0.008091
7,2,0.041501
7,2,0.098663
7,2,0.272312
7,2,0.324942
7,2,0.307007
7,2,0.567124
7,2,0.558361
7,2,0.641902
7,2,0.430322
7,2,0.67874
7,2,0.57177
7,2,0.431875
7,2,0.257302
7,2,0.087498
7,2,0.029449
7,2,0.012427
7,2,0
7,2,0
7,3,0
7,3,0
7,3,0
7,3,0
7,3,0
7,3,0.012947
7,3,0.026092
7,3,0.093452
7,3,0.271517
7,3,0.444861
7,3,0.58381
7,3,0.687204
7,3,0.749781
7,3,0.771536
7,3,0.750198
7,3,0.68993
7,3,0.584458
7,3,0.443693
7,3,0.263742
7,3,0.088228
7,3,0.033146
7,3,0.013146
7,3,0
7,3,0
7,4,0
7,4,0
7,4,0
7,4,0
7,4,0
7,4,0.012187
7,4,0.030454
7,4,0.029102
7,4,0.085717
7,4,0.085472
7,4,0.027564
7,4,0.017033
7,4,0.024001
7,4,0.072191
7,4,0.104416
7,4,0.152409
7,4,0.118619
7,4,0.216969
7,4,0.119307
7,4,0.017835
7,4,0.004958
7,4,0.011892
7,4,0
7,4,0
7,5,0
7,5,0
7,5,0
7,5,0
7,5,0
7,5,0.013472
7,5,0.038337
7,5,0.095101
7,5,0.220305
7,5,0.311326
7,5,0.369406
7,5,0.325585
7,5,0.359256
7,5,0.301227
7,5,0.216144
7,5,0.197942
7,5,0.081996
7,5,0.255649
7,5,0.170737
7,5,0.054513
7,5,0.034776
7,5,0
7,5,0
7,5,0
7,6,0
7,6,0
7,6,0
7,6,0
7,6,0
7,6,0.006106
7,6,0.027718
7,6,0.031517
7,6,0.063554
7,6,0.026283
7,6,0.043761
7,6,0.11804
7,6,0.049198
7,6,0.13626
7,6,0.138787
7,6,0.096696
7,6,0.142326
7,6,0.018216
7,6,0.026995
7,6,0.019334
7,6,0.034324
7,6,0.012387
7,6,0
7,6,0
7,7,0
7,7,0
7,7,0
7,7,0
7,7,0
7,7,0
7,7,0.030996
7,7,0.092542
7,7,0.037441
7,7,0.193527
7,7,0.393058
7,7,0.60454
7,7,0.406185
7,7,0.257433
7,7,0.16453
7,7,0.189297
7,7,0.221917
7,7,0.225479
7,7,0.038256
7,7,0.068351
7,7,0.030505
7,7,0.011731
7,7,0
7,7,0
7,8,0
7,8,0
7,8,0
7,8,0
7,8,0
7,8,0
7,8,0
7,8,0.034474
7,8,0.031547
7,8,0.077014
7,8,0.134787
7,8,0.085811
7,8,0.121184
7,8,0.11127
7,8,0.133523
7,8,0.129427
7,8,0.086367
7,8,0.112898
7,8,0.16834
7,8,0.063018
7,8,0.027144
7,8,0.011591
7,8,0
7,8,0
7,9,0
7,9,0
7,9,0
7,9,0
7,9,0
7,9,0.012017
7,9,0.018211
7,9,0.069338
7,9,0.158514
7,9,0.319946
7,9,0.115404
7,9,0.272925
7,9,0.111078
7,9,0.28891
7,9,0.371949
7,9,0.23331
7,9,0.40656
7,9,0.285056
7,9,0.195097
7,9,0.085822
7,9,0.037268
7,9,0.010774
7,9,0
7,9,0
7,10,0
7,10,0
7,10,0
7,10,0
7,10,0
7,10,0.011423
7,10,0.026203
7,10,0.088274
7,10,0.154713
7,10,0.332207
7,10,0.480911
7,10,0.449674
7,10,0.720843
7,10,0.697213
7,10,0.707655
7,10,0.65257
7,10,0.553682
7,10,0.421555
7,10,0.252824
7,10,0.087525
7,10,0.029507
7,10,0.010041
7,10,0
7,10,0
7,11,0
7,11,0
7,11,0
7,11,0
7,11,0
7,11,0.005536
7,11,0.030139
7,11,0.084196
7,11,0.12718
7,11,0.245314
7,11,0.388065
7,11,0.43694
7,11,0.533202
7,11,0.197727
7,11,0.14797
7,11,0.052934
7,11,0.405083
7,11,0.300928
7,11,0.157903
7,11,0.081055
7,11,0.033631
7,11,0.010217
7,11,0
7,11,0
7,12,0
7,12,0
7,12,0
7,12,0
7,12,0
7,12,0.001067
7,12,0.005021
7,12,0.087452
7,12,0.192466
7,12,0.144169
7,12,0.164849
7,12,0.124987
7,12,0.207543
7,12,0.169056
7,12,0.186797
7,12,0.143754
7,12,0.195195
7,12,0.156607
7,12,0.094918
7,12,0.053496
7,12,0.006959
7,12,0.007242
7,12,0
7,12,0
7,13,0
7,13,0
7,13,0
7,13,0
7,13,0
7,13,0
7,13,0.007657
7,13,0.070265
7,13,0.169178
7,13,0.264042
7,13,0.407799
7,13,0.538899
7,13,0.662242
7,13,0.658148
7,13,0.530481
7,13,0.494461
7,13,0.254043
7,13,0.355113
7,13,0.217776
7,13,0.085173
7,13,0.025727
7,13,0.008134
7,13,0
7,13,0
7,14,0
7,14,0
7,14,0
7,14,0
7,14,0
7,14,0.004052
7,14,0.032368
7,14,0.087174
7,14,0.276354
7,14,0.379595
7,14,0.431117
7,14,0.292844
7,14,0.436282
7,14,0.273465
7,14,0.145192
7,14,0.343552
7,14,0.219093
7,14,0.229507
7,14,0.059762
7,14,0.083207
7,14,0.020069
7,14,0.007265
7,14,0
7,14,0
7,15,0
7,15,0
7,15,0
7,15,0
7,15,0
7,15,0.007444
7,15,0.021055
7,15,0.083901
7,15,0.274499
7,15,0.462766
7,15,0.609889
7,15,0.330852
7,15,0.436701
7,15,0.33482
7,15,0.620754
7,15,0.5907
7,15,0.431921
7,15,0.323125
7,15,0.18529
7,15,0.064989
7,15,0.029847
7,15,0.006431
7,15,0
7,15,0
7,16,0
7,16,0
7,16,0
7,16,0
7,16,0
7,16,0.001967
7,16,0.023351
7,16,0.046837
7,16,0.113335
7,16,0.089561
7,16,0.0832
7,16,0.034563
7,16,0.071616
7,16,0.03315
7,16,0.061926
7,16,0.018891
7,16,0.033387
7,16,0.008787
7,16,0.040786
7,16,0.035064
7,16,0.03176
7,16,0.006356
7,16,0
7,16,0
7,17,0
7,17,0
7,17,0
7,17,0
7,17,0
7,17,0
7,17,0
7,17,0.012372
7,17,0.029485
7,17,0.035104
7,17,0.117802
7,17,0.245565
7,17,0.665341
7,17,0.423864
7,17,0.478964
7,17,0.132132
7,17,0.137197
7,17,0.271604
7,17,0.261218
7,17,0.086665
7,17,0.028251
7,17,0.005769
7,17,0
7,17,0
7,18,0
7,18,0
7,18,0
7,18,0
7,18,0
7,18,0.005651
7,18,0.012202
7,18,0.013762
7,18,0.02637
7,18,0.090457
7,18,0.230167
7,18,0.224279
7,18,0.125322
7,18,0.196494
7,18,0.145666
7,18,0.099812
7,18,0.203915
7,18,0.098319
7,18,0.257429
7,18,0.084297
7,18,0.027735
7,18,0.004226
7,18,0
7,18,0
7,19,0
7,19,0
7,19,0
7,19,0
7,19,0
7,19,0.001304
7,19,0.027232
7,19,0.047285
7,19,0.088208
7,19,0.343321
7,19,0.588488
7,19,0.588147
7,19,0.591842
7,19,0.5472
7,19,0.441519
7,19,0.492946
7,19,0.269977
7,19,0.090225
7,19,0.247231
7,19,0.07813
7,19,0.025919
7,19,0.004071
7,19,0
7,19,0
7,20,0
7,20,0
7,20,0
7,20,0
7,20,0
7,20,0.003914
7,20,0.025815
7,20,0.080314
7,20,0.2518
7,20,0.430569
7,20,0.468182
7,20,0.67271
7,20,0.610435
7,20,0.551091
7,20,0.542826
7,20,0.524303
7,20,0.38641
7,20,0.252596
7,20,0.17463
7,20,0.076472
7,20,0.011637
7,20,0
7,20,0
7,20,0
7,21,0
7,21,0
7,21,0
7,21,0
7,21,0
7,21,0.003567
7,21,0.030253
7,21,0.078551
7,21,0.007059
7,21,0.057254
7,21,0.052132
7,21,0.06663
7,21,0.146542
7,21,0.176187
7,21,0.229825
7,21,0.168053
7,21,0.174459
7,21,0.049408
7,21,0.006325
7,21,0.073636
7,21,0.008104
7,21,0
7,21,0
7,21,0
7,22,0
7,22,0
7,22,0
7,22,0
7,22,0
7,22,0.003573
7,22,0.00378
7,22,0.002633
7,22,0.010282
7,22,0.010766
7,22,0.022846
7,22,0.016932
7,22,0.115241
7,22,0.059406
7,22,0.088128
7,22,0.039266
7,22,0.044352
7,22,0.087047
7,22,0.039112
7,22,0.04362
7,22,0.006932
7,22,0
7,22,0
7,22,0
7,23,0
7,23,0
7,23,0
7,23,0
7,23,0
7,23,0.002904
7,23,0.019324
7,23,0.073627
7,23,0.177227
7,23,0.22791
7,23,0.317445
7,23,0.167238
7,23,0.112192
7,23,0.075754
7,23,0.049233
7,23,0.097741
7,23,0.099197
7,23,0.106682
7,23,0.057282
7,23,0.071343
7,23,0.025125
7,23,0.002732
7,23,0
7,23,0
7,24,0
7,24,0
7,24,0
7,24,0
7,24,0
7,24,0.002482
7,24,0.003802
7,24,0.02823
7,24,0.045287
7,24,0.130309
7,24,0.184451
7,24,0.24015
7,24,0.250055
7,24,0.40334
7,24,0.431766
7,24,0.389641
7,24,0.244235
7,24,0.165569
7,24,0.042411
7,24,0.069685
7,24,0.026395
7,24,0.002663
7,24,0
7,24,0
7,25,0
7,25,0
7,25,0
7,25,0
7,25,0
7,25,0
7,25,0.025011
7,25,0.071353
7,25,0.04916
7,25,0.043153
7,25,0.059047
7,25,0.115696
7,25,0.193185
7,25,0.12187
7,25,0.138201
7,25,0.020945
7,25,0.172296
7,25,0.008278
7,25,0.04441
7,25,0.074746
7,25,0.002543
7,25,0
7,25,0
7,25,0
7,26,0
7,26,0
7,26,0
7,26,0
7,26,0
7,26,0
7,26,0.007567
7,26,0.074008
7,26,0.103268
7,26,0.190049
7,26,0.403662
7,26,0.168701
7,26,0.175663
7,26,0.171339
7,26,0.171311
7,26,0.187129
7,26,0.076115
7,26,0.126531
7,26,0.042805
7,26,0.050211
7,26,0.027472
7,26,0.000108
7,26,0
7,26,0
7,27,0
7,27,0
7,27,0
7,27,0
7,27,0
7,27,0
7,27,0
7,27,0.002003
7,27,0.042816
7,27,0.15444
7,27,0.224881
7,27,0.368692
7,27,0.530702
7,27,0.267236
7,27,0.063275
7,27,0.413891
7,27,0.213169
7,27,0.199636
7,27,0.241236
7,27,0.072424
7,27,0.026527
7,27,0
7,27,0
7,27,0
7,28,0
7,28,0
7,28,0
7,28,0
7,28,0
7,28,0
7,28,0
7,28,0.00644
7,28,0.031355
7,28,0.161262
7,28,0.195979
7,28,0.307376
7,28,0.547856
7,28,0.51845
7,28,0.49442
7,28,0.658594
7,28,0.553431
7,28,0.41443
7,28,0.21521
7,28,0.063962
7,28,0
7,28,0
7,28,0
7,28,0
7,29,0
7,29,0
7,29,0
7,29,0
7,29,0
7,29,0
7,29,0
7,29,0.015454
7,29,0.061489
7,29,0.132146
7,29,0.206659
7,29,0.121384
7,29,0.150912
7,29,0.484577
7,29,0.163638
7,29,0.020486
7,29,0.012312
7,29,0.278591
7,29,0.192799
7,29,0.068936
7,29,0.023517
7,29,0.000258
7,29,0
7,29,0
7,30,0
7,30,0
7,30,0
7,30,0
7,30,0
7,30,0.001143
7,30,0.020013
7,30,0.067085
7,30,0.245284
7,30,0.428516
7,30,0.570839
7,30,0.669635
7,30,0.723999
7,30,0.73715
7,30,0.38984
7,30,0.532711
7,30,0.439716
7,30,0.338366
7,30,0.230141
7,30,0.069497
7,30,0.020192
7,30,0.000614
7,30,0
7,30,0
7,31,0
7,31,0
7,31,0
7,31,0
7,31,0
7,31,0.000302
7,31,0.019304
7,31,0.065917
7,31,0.239098
7,31,0.422332
7,31,0.569087
7,31,0.673116
7,31,0.735302
7,31,0.752798
7,31,0.725418
7,31,0.20891
7,31,0.093391
7,31,0.059411
7,31,0.071937
7,31,0.021165
7,31,0.014774
7,31,0
7,31,0
7,31,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0.009847
8,1,0.010958
8,1,0.113095
8,1,0.081125
8,1,0.207302
8,1,0.274057
8,1,0.199007
8,1,0.117971
8,1,0.107566
8,1,0.020861
8,1,0.08498
8,1,0.03769
8,1,0.079998
8,1,0.064267
8,1,0.010454
8,1,0
8,1,0
8,1,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0
8,2,0.022556
8,2,0.008363
8,2,0.016873
8,2,0.018053
8,2,0.023053
8,2,0.059624
8,2,0.098111
8,2,0.157693
8,2,0.451692
8,2,0.109559
8,2,0.160514
8,2,0.425258
8,2,0.108272
8,2,0.061953
8,2,0.00114
8,2,0
8,2,0
8,2,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0
8,3,0.000588
8,3,0.0129
8,3,0.030044
8,3,0.250455
8,3,0.298961
8,3,0.431516
8,3,0.25469
8,3,0.325887
8,3,0.283867
8,3,0.184779
8,3,0.134447
8,3,0.096949
8,3,0.032075
8,3,0.040884
8,3,0
8,3,0
8,3,0
8,3,0
8,4,0
8,4,0
8,4,0
8,4,0
8,4,0
8,4,0
8,4,0.005389
8,4,0.053119
8,4,0.012276
8,4,0.041259
8,4,0.020976
8,4,0.07188
8,4,0.063726
8,4,0.105246
8,4,0.201359
8,4,0.183025
8,4,0.250483
8,4,0.241541
8,4,0.050547
8,4,0.05995
8,4,0.020719
8,4,0
8,4,0
8,4,0
8,5,0
8,5,0
8,5,0
8,5,0
8,5,0
8,5,0
8,5,0.018327
8,5,0.014786
8,5,0.004489
8,5,0.016005
8,5,0.045015
8,5,0.055536
8,5,0.134774
